번호,가맹점명,승인일시,승인금액,할부,카드사,승인번호,구분,TID
4409,신나라콜라텍1,2025-11-16 15:52:00,"14,000",일시불,01,68052821,승인,1047334507
4410,한우오마카세비플리끄,2025-11-16 15:51:52,"1,670,000",5개월,01,63233250,승인,1047350264
4411,신나라콜라텍1,2025-11-16 15:38:50,"13,000",일시불,01,67933258,승인,1047334507
4412,신나라콜라텍1,2025-11-16 15:38:09,"10,000",일시불,02,21183065,승인,1047334507
4413,용형,2025-11-16 15:35:25,"3,000,000",5개월,02,21152701,승인,WNO1755594646
4414,용형,2025-11-16 15:28:47,"5,000,000",5개월,07,30056170,승인,WNO1755594646
4415,신나라콜라텍1,2025-11-16 15:28:45,"10,000",일시불,12,55061692,승인,1047334507
4416,신나라콜라텍2,2025-11-16 15:26:21,"3,000",일시불,01,67860618,승인,1047334508
4417,신나라콜라텍1,2025-11-16 15:23:21,"21,000",일시불,27,03401801,승인,1047334507
4418,신나라콜라텍1,2025-11-16 15:18:39,"14,000",일시불,01,67815957,승인,1047334507
4419,신나라콜라텍2,2025-11-16 15:11:47,"5,000",일시불,01,67769634,승인,1047334508
4420,신나라콜라텍1,2025-11-16 15:11:14,"8,000",일시불,01,67775078,승인,1047334507
4421,신나라콜라텍2,2025-11-16 15:08:53,"6,000",일시불,01,67761341,승인,1047334508
4422,신나라콜라텍2,2025-11-16 15:01:30,"15,000",일시불,01,67716969,승인,1047334508
4423,신나라콜라텍2,2025-11-16 14:57:21,"3,000",일시불,01,67688881,승인,1047334508
4424,신나라콜라텍1,2025-11-16 14:55:59,"17,000",일시불,03,27211792,승인,1047334507
4425,신나라콜라텍2,2025-11-16 14:45:21,"8,000",일시불,01,67627004,승인,1047334508
4426,신나라콜라텍1,2025-11-16 14:40:15,"15,000",일시불,05,33816501,승인,1047334507
4427,신나라콜라텍2,2025-11-16 14:38:55,"16,000",일시불,12,54514614,승인,1047334508
4428,신나라콜라텍1,2025-11-16 14:38:52,"9,000",일시불,01,67596455,승인,1047334507
4429,신나라콜라텍1,2025-11-16 14:35:42,"11,000",일시불,02,20327064,승인,1047334507
4430,신나라콜라텍2,2025-11-16 14:35:02,"15,000",일시불,01,67569785,승인,1047334508
4431,신나라콜라텍2,2025-11-16 14:34:11,"13,000",일시불,12,54461590,승인,1047334508
4432,크라운족발야탑점,2025-11-16 14:31:09,"76,000",일시불,21,67544684,승인,1047363149
4433,신나라콜라텍1,2025-11-16 14:22:02,"23,000",일시불,07,30013330,승인,1047334507
4434,신나라콜라텍2,2025-11-16 14:20:21,"25,000",일시불,05,52151133,승인,1047334508
4435,신나라콜라텍2,2025-11-16 14:17:59,"14,000",일시불,31,84900863,승인,1047334508
4436,신나라콜라텍2,2025-11-16 14:15:11,"11,000",일시불,12,54246778,승인,1047334508
4437,신나라콜라텍1,2025-11-16 14:08:47,"12,000",일시불,07,30069899,승인,1047334507
4438,신나라콜라텍1,2025-11-16 14:06:44,"11,000",일시불,02,19934614,승인,1047334507
4439,신나라콜라텍1,2025-11-16 14:02:49,"26,000",일시불,01,67403786,승인,1047334507
4440,신나라콜라텍1,2025-11-16 14:00:38,"3,000",일시불,01,67387480,승인,1047334507
4441,올빼미카워시,2025-11-16 13:54:08,"77,000",일시불,06,19731004,승인,1047363400
4442,신나라콜라텍1,2025-11-16 13:53:49,"11,000",일시불,12,53999440,승인,1047334507
4443,신나라콜라텍1,2025-11-16 13:51:10,"13,000",일시불,01,67342200,승인,1047334507
4444,신나라콜라텍2,2025-11-16 13:48:03,"18,000",일시불,05,27928165,승인,1047334508
4445,신나라콜라텍1,2025-11-16 13:48:01,"8,000",일시불,01,67323787,승인,1047334507
4446,신나라콜라텍2,2025-11-16 13:46:10,"18,000",일시불,01,67308946,승인,1047334508
4447,신나라콜라텍1,2025-11-16 13:45:12,"11,000",일시불,01,67312896,승인,1047334507
4448,신나라콜라텍1,2025-11-16 13:39:45,"14,000",일시불,01,67278403,승인,1047334507
4449,신나라콜라텍1,2025-11-16 13:34:51,"29,000",일시불,02,19480995,승인,1047334507
4450,신나라콜라텍1,2025-11-16 13:29:47,"15,000",일시불,03,93248623,승인,1047334507
4451,신나라콜라텍1,2025-11-16 13:19:55,"14,000",일시불,02,19265827,승인,1047334507
4452,신나라콜라텍1,2025-11-16 13:12:32,"8,000",일시불,02,19163636,승인,1047334507
4453,신나라콜라텍1,2025-11-16 13:11:08,"8,000",일시불,07,30023027,승인,1047334507
4454,신나라콜라텍1,2025-11-16 13:04:01,"20,000",일시불,12,53412814,승인,1047334507
4455,신나라콜라텍1,2025-11-16 13:01:34,"10,000",일시불,04,00343107,승인,1047334507
4456,크라운족발야탑점,2025-11-16 13:00:10,"10,000",일시불,02,30000947,승인,1047363149
4457,신나라콜라텍1,2025-11-16 12:58:55,"3,000",일시불,02,18967313,승인,1047334507
4458,크라운족발야탑점,2025-11-16 12:36:09,"46,000",일시불,08,47823566,승인,1047363149
4459,크라운족발야탑점,2025-11-16 12:30:07,"45,000",일시불,07,00957745,승인,1047363149
4460,이마트24마시안해변점,2025-11-16 12:27:06,"3,000",일시불,01,66872838,승인,1047369574
4461,신나라콜라텍1,2025-11-16 12:25:20,"19,000",일시불,07,30008132,승인,1047334507
4462,신나라콜라텍1,2025-11-16 12:12:11,"10,000",일시불,02,18341433,승인,1047334507
4463,신나라콜라텍1,2025-11-16 12:06:13,"15,000",일시불,02,18263216,승인,1047334507
4464,올빼미카워시,2025-11-16 11:43:09,"88,000",일시불,04,70383090,승인,1047363400
4465,금강토탈인테리어(즉),2025-11-16 10:19:12,"1,130,000",일시불,06,17111880,승인,1047362079
4466,올빼미카워시,2025-11-16 09:41:07,"66,000",일시불,04,53050690,승인,1047363400
4467,서울35아1741,2025-11-16 08:02:05,"83,800",일시불,13,65775322,승인,1047369580
4468,깡노래빠,2025-11-16 04:05:09,"200,000",일시불,02,15826935,승인,1047366549
4469,체리,2025-11-16 02:51:06,"270,000",일시불,01,65390235,승인,1047377197
4470,에쿠스(즉),2025-11-16 01:41:10,"250,000",3개월,07,00899704,승인,1047377937
4471,체리,2025-11-15 23:24:06,"55,000",일시불,12,50352357,승인,1047377197
4472,에비앙,2025-11-15 22:50:10,"1,500,000",일시불,03,20301200,승인,1047373517
4473,체리,2025-11-15 22:48:09,"90,000",일시불,12,50225729,승인,1047377197
4474,에쿠스(즉),2025-11-15 22:34:10,100,일시불,12,50168801,승인,1047377937
4475,귀한족발가락시장점,2025-11-15 22:04:07,"109,000",일시불,08,38017859,승인,1047365675
4476,귀한족발가락시장점,2025-11-15 21:58:13,"46,000",일시불,06,13877233,승인,1047365675
4477,크라운족발야탑점,2025-11-15 21:29:13,"126,000",일시불,02,30019444,승인,1047363149
4478,크라운족발야탑점,2025-11-15 20:57:10,"12,000",일시불,07,00773932,승인,1047363149
4479,시앤유,2025-11-15 20:24:14,"1,000,000",3개월,31,85030414,승인,WNO1754986085
4480,이마트24마시안해변점,2025-11-15 19:43:07,"15,000",일시불,06,12357971,승인,1047369574
4481,올빼미카워시,2025-11-15 19:19:09,"85,000",일시불,07,00338929,승인,1047363400
4482,귀한족발가락시장점,2025-11-15 19:13:05,"85,000",일시불,03,13707803,승인,1047365675
4483,어부의딸,2025-11-15 19:11:14,"52,000",일시불,01,63374049,승인,1047375472
4484,이마트24마시안해변점,2025-11-15 19:01:05,"3,000",일시불,08,67241009,승인,1047369574
4485,새로길(즉),2025-11-15 18:47:07,"4,300,000",3개월,06,11598074,승인,WRT1761807035
4486,어부의딸,2025-11-15 18:46:07,"107,000",일시불,01,63126153,승인,1047375472
4487,귀한족발가락시장점,2025-11-15 18:45:06,"49,000",일시불,02,30002681,승인,1047365675
4488,지에스25대부타운점,2025-11-15 18:43:06,"10,000",일시불,07,00560932,승인,1047369576
4489,렛츠고강화캠핑,2025-11-15 18:34:09,"17,000",일시불,06,11400385,승인,1047369573
4490,올빼미카워시,2025-11-15 18:13:06,"55,000",일시불,02,30034934,승인,1047363400
4491,귀한족발가락시장점,2025-11-15 18:07:11,"78,000",일시불,01,62876889,승인,1047365675
4492,크라운족발야탑점,2025-11-15 17:53:07,"40,000",일시불,02,22128836,승인,1047363149
4493,크라운족발야탑점,2025-11-15 17:09:09,"77,900",일시불,02,30019882,승인,1047363149
4494,신나라콜라텍2,2025-11-15 16:56:42,"8,000",일시불,02,09989200,승인,1047334508
4495,신나라콜라텍2,2025-11-15 16:55:11,"21,000",일시불,05,35255421,승인,1047334508
4496,토브,2025-11-15 16:53:06,"60,000",일시불,12,47168896,승인,1047367468
4497,신나라콜라텍2,2025-11-15 16:31:25,"10,000",일시불,12,46938277,승인,1047334508
4498,크라운족발야탑점,2025-11-15 16:26:13,"16,000",일시불,02,28018992,승인,1047363149
4499,신나라콜라텍2,2025-11-15 16:24:22,"16,000",일시불,03,77658550,승인,1047334508
4500,올빼미카워시,2025-11-15 15:58:05,"55,000",일시불,04,49817871,승인,1047363400
4501,신나라콜라텍2,2025-11-15 15:47:50,"10,000",일시불,12,46438563,승인,1047334508
4502,신나라콜라텍2,2025-11-15 15:33:59,"5,000",일시불,02,08818215,승인,1047334508
4503,신나라콜라텍2,2025-11-15 15:29:47,"12,000",일시불,02,08757519,승인,1047334508
4504,신나라콜라텍2,2025-11-15 15:27:08,"19,000",일시불,27,08659705,승인,1047334508
4505,신나라콜라텍2,2025-11-15 15:26:02,"10,000",일시불,02,08710606,승인,1047334508
4506,신나라콜라텍2,2025-11-15 15:22:19,"1,000",일시불,02,08653671,승인,1047334508
4507,신나라콜라텍2,2025-11-15 15:17:31,"8,000",일시불,02,08588935,승인,1047334508
4508,신나라콜라텍2,2025-11-15 15:15:36,"6,000",일시불,01,61487713,승인,1047334508
4509,귀한족발가락시장점,2025-11-15 15:15:12,"39,000",일시불,06,08529444,승인,1047365675
4510,신나라콜라텍2,2025-11-15 15:14:22,"10,000",일시불,02,08545660,승인,1047334508
4511,올빼미카워시,2025-11-15 15:12:09,"66,000",일시불,02,30027275,승인,1047363400
4512,신나라콜라텍2,2025-11-15 15:09:47,"17,000",일시불,02,08481580,승인,1047334508
4513,렛츠고강화캠핑,2025-11-15 15:09:07,"4,000",일시불,06,08436783,승인,1047369573
4514,신나라콜라텍2,2025-11-15 15:08:24,"15,000",일시불,02,08451960,승인,1047334508
4515,신나라콜라텍2,2025-11-15 15:06:46,"15,000",일시불,01,61442315,승인,1047334508
4516,신나라콜라텍2,2025-11-15 15:04:57,"16,000",일시불,01,61427072,승인,1047334508
4517,신나라콜라텍2,2025-11-15 15:02:52,"14,000",일시불,07,30002604,승인,1047334508
4518,신나라콜라텍1,2025-11-15 15:01:47,"12,000",일시불,03,08818401,승인,1047334507
4519,신나라콜라텍2,2025-11-15 15:01:30,"11,000",일시불,12,45884025,승인,1047334508
4520,지에스25대부타운점,2025-11-15 14:53:10,"24,000",일시불,07,00549326,승인,1047369576
4521,신나라콜라텍2,2025-11-15 14:51:57,"14,000",일시불,31,83860733,승인,1047334508
4522,신나라콜라텍2,2025-11-15 14:47:01,"17,000",일시불,07,30008606,승인,1047334508
4523,신나라콜라텍1,2025-11-15 14:43:25,"8,000",일시불,07,30016027,승인,1047334507
4524,신나라콜라텍2,2025-11-15 14:32:43,"12,000",일시불,07,30022042,승인,1047334508
4525,서울35아1741,2025-11-15 14:32:05,"75,800",일시불,02,30017273,승인,1047369580
4526,신나라콜라텍2,2025-11-15 14:30:37,"11,000",일시불,02,07900079,승인,1047334508
4527,신나라콜라텍2,2025-11-15 14:30:15,"11,000",일시불,02,07878368,승인,1047334508
4528,신나라콜라텍2,2025-11-15 14:23:09,"5,000",일시불,12,45411134,승인,1047334508
4529,올빼미카워시,2025-11-15 14:18:07,"66,000",일시불,04,00743115,승인,1047363400
4530,신나라콜라텍2,2025-11-15 14:18:02,"16,000",일시불,12,45346913,승인,1047334508
4531,신나라콜라텍2,2025-11-15 14:14:20,"17,000",일시불,04,00491675,승인,1047334508
4532,신나라콜라텍2,2025-11-15 14:13:05,"14,000",일시불,01,61150393,승인,1047334508
4533,신나라콜라텍2,2025-11-15 14:07:07,"14,000",일시불,07,30012348,승인,1047334508
4534,신나라콜라텍1,2025-11-15 14:05:19,"7,000",일시불,07,30116898,승인,1047334507
4535,신나라콜라텍1,2025-11-15 14:03:22,"10,000",일시불,01,61093177,승인,1047334507
4536,신나라콜라텍1,2025-11-15 14:00:55,"10,000",일시불,01,61076145,승인,1047334507
4537,신나라콜라텍2,2025-11-15 13:57:43,"18,000",일시불,07,30116887,승인,1047334508
4538,신나라콜라텍1,2025-11-15 13:56:33,"18,000",일시불,01,61047760,승인,1047334507
4539,신나라콜라텍2,2025-11-15 13:53:20,"11,000",일시불,01,61035302,승인,1047334508
4540,신나라콜라텍2,2025-11-15 13:42:44,"3,000",일시불,02,07139538,승인,1047334508
4541,신나라콜라텍2,2025-11-15 13:41:40,"23,000",일시불,27,29689109,승인,1047334508
4542,신나라콜라텍2,2025-11-15 13:33:36,"15,000",일시불,12,44762451,승인,1047334508
4543,신나라콜라텍2,2025-11-15 13:33:18,"15,000",일시불,07,30008594,승인,1047334508
4544,신나라콜라텍2,2025-11-15 13:22:16,"24,000",일시불,01,60860227,승인,1047334508
4545,신나라콜라텍2,2025-11-15 13:18:46,"10,000",일시불,12,44559663,승인,1047334508
4546,신나라콜라텍1,2025-11-15 13:14:27,"9,000",일시불,02,06679333,승인,1047334507
4547,신나라콜라텍2,2025-11-15 13:08:48,"22,000",일시불,07,30020512,승인,1047334508
4548,신나라콜라텍2,2025-11-15 12:59:03,"22,000",일시불,01,60721313,승인,1047334508
4549,크라운족발야탑점,2025-11-15 12:38:09,"44,000",일시불,03,10801103,승인,1047363149
4550,귀한족발가락시장점,2025-11-15 12:29:10,"96,000",일시불,01,60539664,승인,1047365675
4551,시앤유,2025-11-15 12:13:51,"1,000,000",6개월,07,30018653,승인,WNO1754986085
4552,크라운족발야탑점,2025-11-15 12:02:05,"36,000",일시불,06,05451276,승인,1047363149
4553,올빼미카워시,2025-11-15 11:55:11,"140,000",일시불,04,55222371,승인,1047363400
4554,디지털스퀘어(즉),2025-11-15 11:26:13,"680,000",10개월,12,42968264,승인,WRT1760597222
4555,올빼미카워시,2025-11-15 11:02:09,"77,000",일시불,01,60072300,승인,1047363400
4556,귀한족발가락시장점,2025-11-15 10:34:06,"95,000",일시불,02,23037430,승인,1047365675
4557,올빼미카워시,2025-11-15 10:28:15,"88,000",일시불,02,30004298,승인,1047363400
4558,귀한족발가락시장점,2025-11-15 09:42:12,"74,000",일시불,07,00223950,승인,1047365675
4559,귀한족발가락시장점,2025-11-15 08:58:10,"60,000",일시불,06,03129840,승인,1047365675
4560,루비,2025-11-15 08:41:27,"560,000",일시불,27,24567259,승인,1047366550
4561,귀한족발가락시장점,2025-11-15 08:17:05,"156,000",일시불,12,41211006,승인,1047365675
4562,귀한족발가락시장점,2025-11-15 06:35:08,"54,500",일시불,02,30122626,승인,1047365675
4563,귀한족발가락시장점,2025-11-15 06:25:05,"43,000",일시불,06,02492722,승인,1047365675
4564,루비,2025-11-15 05:18:09,"800,000",일시불,04,00198529,승인,1047366550
4565,루비,2025-11-15 03:46:19,"430,000",일시불,04,00689768,승인,1047366550
4566,비오니,2025-11-15 02:23:05,"1,000,000",일시불,01,58793867,승인,1047376389
4567,에쿠스(즉),2025-11-15 01:30:08,"130,000",일시불,07,00037233,승인,1047377937
4568,귀한족발가락시장점,2025-11-14 23:37:06,"63,000",일시불,06,01039679,승인,1047365675
4569,크라운족발야탑점,2025-11-14 23:14:12,"289,500",일시불,06,00897293,승인,1047363149
4570,라온,2025-11-14 23:10:09,"530,000",일시불,06,00864863,승인,1047373152
4571,크라운족발야탑점,2025-11-14 23:09:08,"242,500",일시불,08,54468002,승인,1047363149
4572,귀한족발가락시장점,2025-11-14 22:32:13,"59,000",일시불,02,30000397,승인,1047365675
4573,기분좋은타이,2025-11-14 22:16:07,"66,000",일시불,02,27035215,승인,1047373153
4574,어부의딸,2025-11-14 22:09:08,"83,000",일시불,12,76992313,승인,1047375472
4575,푸라닭서초2동점,2025-11-14 22:08:08,"72,800",일시불,01,57705884,승인,1047365188
4576,깡노래빠,2025-11-14 21:51:23,"-850,000",일시불,02,38131719,취소,1047366549
4577,어부의딸,2025-11-14 21:50:07,"73,000",일시불,02,30037626,승인,1047375472
4578,어부의딸,2025-11-14 21:28:05,"83,000",일시불,01,57499913,승인,1047375472
4579,푸라닭서초2동점,2025-11-14 21:21:11,"56,400",일시불,07,00573031,승인,1047365188
4580,귀한족발가락시장점,2025-11-14 21:19:08,"95,000",일시불,02,30047070,승인,1047365675
4581,크라운족발야탑점,2025-11-14 20:57:07,"93,000",일시불,12,76556297,승인,1047363149
4582,크라운족발야탑점,2025-11-14 20:23:07,"86,500",일시불,06,48967258,승인,1047363149
4583,푸라닭서초2동점,2025-11-14 20:20:07,"86,300",일시불,06,48939958,승인,1047365188
4584,용형,2025-11-14 20:08:35,"400,000",3개월,03,56242817,승인,WNS1763117190
4585,용형,2025-11-14 20:08:27,"5,000,000",3개월,03,60039679,승인,WNS1763117190
4586,용형,2025-11-14 20:08:19,"5,000,000",3개월,03,63916293,승인,WNS1763117190
4587,용형,2025-11-14 20:08:09,"5,000,000",3개월,03,68389887,승인,WNS1763117190
4588,용형,2025-11-14 19:54:46,"-1,004",일시불,27,18228513,취소,WNS1763117190
4589,용형,2025-11-14 19:54:02,"1,004",일시불,27,18228513,승인취소,WNS1763117190
4590,크라운족발야탑점,2025-11-14 19:52:11,"44,000",일시불,02,30017369,승인,1047363149
4591,올빼미카워시,2025-11-14 19:52:10,"66,000",일시불,07,00960840,승인,1047363400
4592,시앤유,2025-11-14 19:16:50,"150,000",일시불,01,56780432,승인,WNO1754986085
4593,크라운족발야탑점,2025-11-14 19:06:10,"84,000",일시불,12,75567440,승인,1047363149
4594,크라운족발야탑점,2025-11-14 18:59:15,"65,000",일시불,06,47799861,승인,1047363149
4595,시앤유,2025-11-14 18:50:15,"4,800,000",6개월,01,56500071,승인,WNO1754986085
4596,크라운족발야탑점,2025-11-14 18:14:07,"46,000",일시불,06,47098747,승인,1047363149
4597,귀한족발가락시장점,2025-11-14 17:56:07,"38,000",일시불,06,46821121,승인,1047365675
4598,시앤유,2025-11-14 17:51:31,"5,000,000",5개월,02,46779421,승인,WNO1754986085
4599,올빼미카워시,2025-11-14 17:51:05,"44,000",일시불,08,67136738,승인,1047363400
4600,시앤유,2025-11-14 17:51:03,"5,000,000",5개월,02,46775971,승인,WNO1754986085
4601,시앤유,2025-11-14 17:50:10,"4,000,000",5개월,04,00043521,승인,WNO1754986085
